package_type,distance_km,weight_kg,urgency,transport_mode,route_duration_hours,eta_hours,dataset_type
Documents,110.49,23.18,Medium,Van,2.84,2.71,synthetic
Fragile,91.16,2.3,Medium,Van,2.27,2.66,synthetic
Electronics,184.14,48.62,Medium,Van,4.39,4.69,synthetic
Apparel,69.04,16.43,Critical,Van,1.53,1.07,synthetic
Food,223.4,96.46,Medium,Truck,4.26,4.52,synthetic
Industrial,415.67,10.69,High,Truck,9.36,8.67,synthetic
Industrial,90.71,39.67,Low,Van,2.32,2.82,synthetic
Other,147.27,109.56,Low,Air,0.25,0.34,synthetic
Industrial,282.91,12.18,Medium,Truck,6.66,7.5,synthetic
Fragile,267.39,43.43,Critical,Air,0.4,0.8,synthetic
Apparel,218.27,19.82,Medium,Truck,4.49,4.6,synthetic
Food,142.5,53.83,High,Van,3.06,2.47,synthetic
Pharmaceutical,66.95,10.73,High,Van,1.6,1.71,synthetic
Documents,165.7,34.99,High,Van,3.98,3.47,synthetic
Fragile,766.99,16.08,Medium,Van,20.73,24.94,synthetic
Fragile,163.5,384.32,High,Truck,3.79,4.13,synthetic
Apparel,191.92,22.98,High,Van,4.16,3.78,synthetic
Pharmaceutical,77.03,29.56,High,Van,1.88,1.51,synthetic
Electronics,261.32,10.4,Medium,Truck,5.96,5.96,synthetic
Fragile,152.19,25.98,Medium,Van,3.58,4.14,synthetic
Other,298.77,17.49,Medium,Truck,6.03,6.39,synthetic
Pharmaceutical,270.92,344.42,Medium,Truck,6.07,7.5,synthetic
Apparel,271.12,8.79,Low,Truck,5.73,6.56,synthetic
Apparel,79.0,72.26,Critical,Van,2.03,1.7,synthetic
Electronics,463.86,144.82,High,Truck,10.11,9.34,synthetic
Documents,473.11,70.19,Low,Truck,9.59,11.07,synthetic
Other,189.14,6.55,Low,Van,4.57,5.59,synthetic
Pharmaceutical,460.98,4.37,High,Truck,9.37,9.79,synthetic
Electronics,84.03,33.64,Critical,Van,1.96,1.76,synthetic
Industrial,97.64,26.8,Medium,Van,2.64,2.87,synthetic
Industrial,233.16,258.96,High,Truck,5.44,4.97,synthetic
Industrial,97.51,24.61,Low,Van,2.1,2.12,synthetic
Food,622.48,42.58,Medium,Truck,13.35,14.4,synthetic
Food,171.64,424.59,Critical,Truck,3.83,3.51,synthetic
Food,170.24,22.48,Medium,Van,3.67,3.87,synthetic
Other,742.17,44.22,High,Truck,17.01,15.44,synthetic
Other,162.08,48.58,High,Van,3.8,3.84,synthetic
Fragile,304.51,5.64,Low,Truck,6.77,8.72,synthetic
Other,361.76,30.95,Low,Truck,7.49,8.54,synthetic
Fragile,178.54,335.19,Low,Air,0.27,1.34,synthetic
Industrial,112.68,14.91,High,Van,2.73,2.08,synthetic
Pharmaceutical,175.89,28.24,Medium,Van,4.12,5.3,synthetic
Electronics,346.1,8.4,Medium,Truck,7.22,8.02,synthetic
Documents,240.61,15.53,High,Truck,4.77,4.31,synthetic
Apparel,346.53,7.03,High,Truck,7.51,6.74,synthetic
Food,172.28,73.62,Medium,Van,4.38,4.58,synthetic
Food,169.16,11.21,Medium,Van,4.37,4.69,synthetic
Other,448.4,113.81,Critical,Truck,8.78,7.16,synthetic
Food,143.39,30.37,Medium,Van,3.35,3.64,synthetic
Fragile,83.5,140.38,Medium,Truck,1.68,2.06,synthetic
Industrial,339.3,144.3,High,Van,9.25,9.13,synthetic
Other,219.08,26.95,Medium,Truck,4.31,4.58,synthetic
Documents,350.54,16.01,Low,Truck,7.76,8.88,synthetic
Documents,50.16,185.75,Medium,Truck,1.14,1.54,synthetic
Industrial,234.79,19.99,Medium,Truck,5.26,5.17,synthetic
Fragile,76.5,6.44,Medium,Van,1.88,2.38,synthetic
Apparel,250.4,12.24,High,Truck,5.91,5.46,synthetic
Pharmaceutical,145.71,4.08,High,Van,3.93,3.24,synthetic
Food,619.89,7.1,Medium,Truck,13.9,15.19,synthetic
Fragile,230.32,308.88,High,Truck,4.62,5.23,synthetic
Fragile,622.81,14.59,Medium,Truck,12.21,14.63,synthetic
Pharmaceutical,268.75,6.49,High,Truck,5.43,5.85,synthetic
Industrial,201.59,17.95,Low,Truck,4.34,5.01,synthetic
Electronics,249.67,41.2,Medium,Truck,4.76,4.99,synthetic
Apparel,87.97,14.85,Low,Van,2.13,2.62,synthetic
Pharmaceutical,95.41,13.3,Critical,Van,2.53,2.97,synthetic
Industrial,221.96,33.11,Medium,Truck,4.55,5.16,synthetic
Food,108.17,5.36,High,Van,2.61,2.77,synthetic
Apparel,130.58,12.46,Critical,Van,3.42,2.95,synthetic
Pharmaceutical,160.76,249.53,Medium,Truck,3.35,4.09,synthetic
Apparel,233.76,8.42,Medium,Truck,4.81,4.92,synthetic
Fragile,169.47,33.31,Low,Van,4.01,5.65,synthetic
Documents,359.5,98.55,Low,Truck,7.98,9.48,synthetic
Apparel,205.75,9.53,Low,Air,0.35,0.41,synthetic
Electronics,417.5,51.14,High,Truck,8.47,7.46,synthetic
Apparel,382.84,18.41,Low,Truck,7.85,9.58,synthetic
Industrial,65.02,25.44,Low,Van,1.4,2.04,synthetic
Food,123.57,4.04,Medium,Van,3.05,3.47,synthetic
Apparel,91.64,21.47,Medium,Van,2.29,2.44,synthetic
Fragile,658.96,38.0,Medium,Truck,13.82,17.05,synthetic
Apparel,59.41,37.55,Medium,Van,1.49,1.56,synthetic
Documents,117.09,30.18,High,Van,2.59,2.47,synthetic
Other,267.33,24.37,Medium,Truck,5.45,5.43,synthetic
Documents,235.03,106.31,Low,Truck,5.28,5.91,synthetic
Food,78.15,24.09,Medium,Van,2.01,1.77,synthetic
Documents,156.24,52.63,Low,Van,4.06,5.62,synthetic
Pharmaceutical,291.39,72.74,Medium,Truck,6.41,7.75,synthetic
Electronics,194.01,13.09,Low,Van,4.68,4.98,synthetic
Other,144.44,22.5,High,Van,3.5,3.39,synthetic
Apparel,170.36,50.03,High,Van,3.95,3.39,synthetic
Fragile,62.35,28.07,Low,Van,1.42,1.91,synthetic
Documents,183.85,7.59,High,Van,5.0,5.38,synthetic
Fragile,330.52,32.53,Medium,Truck,6.65,8.55,synthetic
Apparel,89.17,24.91,Low,Van,2.1,1.9,synthetic
Food,50.04,37.59,Critical,Van,1.23,1.04,synthetic
Pharmaceutical,246.49,3.91,High,Truck,5.02,4.87,synthetic
Industrial,83.36,19.38,Medium,Van,2.06,2.47,synthetic
Apparel,424.66,29.92,Medium,Truck,8.04,9.36,synthetic
Food,140.69,42.49,Critical,Van,3.49,2.55,synthetic
Food,392.97,3.27,Medium,Truck,9.04,9.07,synthetic
Industrial,95.43,20.86,Medium,Van,2.58,2.11,synthetic
Industrial,348.06,5.53,High,Truck,8.13,7.48,synthetic
Apparel,199.64,6.6,Critical,Van,5.39,4.58,synthetic
Electronics,124.81,16.26,Medium,Van,3.23,3.12,synthetic
Documents,161.75,187.95,High,Truck,3.29,2.82,synthetic
Industrial,209.08,11.05,High,Truck,4.25,4.11,synthetic
Fragile,151.36,16.71,High,Van,3.54,3.07,synthetic
Electronics,237.71,100.68,Low,Truck,4.74,5.72,synthetic
Documents,710.49,20.79,Critical,Truck,14.66,12.21,synthetic
Apparel,588.21,48.23,Medium,Truck,12.58,13.59,synthetic
Industrial,197.12,15.86,Medium,Train,3.34,3.81,synthetic
Other,378.74,19.53,Medium,Truck,9.03,9.19,synthetic
Electronics,105.4,66.04,Critical,Van,2.42,1.56,synthetic
Documents,66.03,87.85,Low,Truck,1.25,1.85,synthetic
Apparel,461.77,20.49,Low,Truck,10.35,11.84,synthetic
Other,266.63,20.97,Medium,Truck,5.83,6.3,synthetic
Other,101.21,27.07,High,Van,2.3,1.34,synthetic
Electronics,36.27,17.25,Medium,Van,0.79,0.45,synthetic
Food,206.43,7.88,Medium,Truck,4.12,4.33,synthetic
Industrial,208.49,42.73,High,Truck,4.87,4.43,synthetic
Industrial,127.72,15.83,Critical,Van,3.05,2.57,synthetic
Pharmaceutical,517.27,467.35,Medium,Truck,9.84,13.02,synthetic
Other,611.99,52.18,High,Truck,11.76,11.2,synthetic
Documents,91.5,14.26,Medium,Van,2.09,2.13,synthetic
Electronics,361.86,31.25,Medium,Truck,7.17,7.59,synthetic
Pharmaceutical,179.33,11.05,Low,Van,4.3,5.51,synthetic
Electronics,188.02,24.73,Medium,Van,4.96,5.97,synthetic
Pharmaceutical,313.75,16.09,Medium,Truck,6.27,7.13,synthetic
Food,44.44,8.62,Low,Van,0.99,0.45,synthetic
Apparel,48.76,21.32,Medium,Van,1.13,1.31,synthetic
Apparel,130.93,38.63,Medium,Van,2.96,3.25,synthetic
Apparel,176.73,38.51,Medium,Van,4.01,4.12,synthetic
Other,41.05,21.15,High,Van,1.02,1.01,synthetic
Electronics,228.63,2.09,Critical,Truck,5.06,3.87,synthetic
Other,410.04,7.39,High,Truck,8.57,8.01,synthetic
Electronics,33.52,26.89,Critical,Van,0.9,1.0,synthetic
Pharmaceutical,225.7,108.59,Low,Truck,5.16,7.71,synthetic
Food,79.06,24.24,Medium,Van,1.85,1.72,synthetic
Food,105.26,25.7,Medium,Van,2.29,2.19,synthetic
Documents,84.48,14.1,High,Van,1.97,1.58,synthetic
Pharmaceutical,199.71,53.37,High,Van,5.05,4.83,synthetic
Documents,61.42,55.16,Medium,Van,1.41,1.65,synthetic
Fragile,480.84,7.96,Medium,Truck,10.35,12.41,synthetic
Documents,499.49,45.51,Medium,Truck,10.67,11.12,synthetic
Apparel,109.94,2.73,Medium,Van,2.38,3.04,synthetic
Fragile,149.81,16.72,High,Van,3.54,3.81,synthetic
Industrial,73.98,52.9,Medium,Van,1.65,2.15,synthetic
Fragile,392.19,102.43,Medium,Truck,9.37,11.65,synthetic
Apparel,238.54,65.52,Medium,Truck,4.98,5.64,synthetic
Electronics,214.97,30.57,High,Truck,4.13,4.6,synthetic
Other,272.02,23.11,Medium,Truck,5.37,5.36,synthetic
Apparel,123.8,166.46,High,Bike,5.46,4.87,synthetic
Documents,154.78,9.88,Critical,Van,4.24,3.73,synthetic
Fragile,118.69,41.19,High,Truck,2.67,2.76,synthetic
Apparel,97.13,15.96,Medium,Van,2.5,2.73,synthetic
Apparel,460.46,207.7,High,Truck,10.92,10.55,synthetic
Food,142.55,54.13,High,Van,3.78,3.47,synthetic
Electronics,220.12,41.12,Critical,Truck,4.31,3.53,synthetic
Industrial,343.92,35.87,Low,Truck,7.53,9.12,synthetic
Other,219.43,16.64,Critical,Truck,5.15,3.3,synthetic
Other,155.66,22.16,High,Van,3.44,3.06,synthetic
Industrial,265.41,27.71,High,Truck,5.31,4.9,synthetic
Fragile,251.81,23.62,High,Truck,4.89,5.2,synthetic
Electronics,273.92,15.05,Medium,Truck,6.09,6.94,synthetic
Fragile,132.4,64.83,High,Van,2.92,2.94,synthetic
Apparel,569.21,44.12,Critical,Truck,10.7,8.85,synthetic
Documents,161.95,17.99,Critical,Van,3.79,3.49,synthetic
Industrial,372.82,4.3,Medium,Truck,8.23,8.68,synthetic
Other,138.18,21.77,High,Van,3.2,3.75,synthetic
Pharmaceutical,214.44,45.99,High,Truck,4.8,5.18,synthetic
Other,89.05,13.17,Low,Van,2.17,2.68,synthetic
Industrial,152.02,85.16,Medium,Truck,3.24,3.13,synthetic
Documents,219.4,108.42,Low,Truck,4.72,5.34,synthetic
Industrial,87.46,13.35,Medium,Van,2.37,2.7,synthetic
Documents,291.31,51.89,Medium,Truck,6.71,7.19,synthetic
Pharmaceutical,445.41,29.17,High,Bike,18.39,18.52,synthetic
Food,103.34,38.08,Medium,Van,2.64,2.89,synthetic
Food,217.19,34.83,Medium,Truck,4.71,5.43,synthetic
Pharmaceutical,293.18,12.81,High,Truck,5.91,5.83,synthetic
Documents,83.28,10.74,Medium,Van,1.83,1.67,synthetic
Apparel,56.21,27.3,Low,Van,1.45,1.06,synthetic
Food,1275.85,65.01,Medium,Truck,29.42,30.55,synthetic
Electronics,169.09,18.27,Medium,Van,4.46,4.36,synthetic
Food,149.41,23.5,High,Van,3.49,3.57,synthetic
Industrial,161.85,149.52,High,Truck,3.32,3.5,synthetic
Food,802.71,24.16,High,Truck,16.71,15.5,synthetic
Other,149.5,2.41,Medium,Van,3.75,4.2,synthetic
Food,93.33,13.62,Medium,Van,2.27,2.78,synthetic
Fragile,390.77,39.13,Medium,Truck,7.91,9.49,synthetic
Fragile,302.42,8.68,Low,Truck,7.21,8.87,synthetic
Other,135.3,9.59,Low,Van,3.33,3.59,synthetic
Food,304.04,15.41,High,Truck,6.75,6.35,synthetic
Fragile,187.0,27.18,High,Van,4.5,4.93,synthetic
Fragile,123.06,10.95,Medium,Van,3.11,3.65,synthetic
Documents,64.34,25.92,High,Van,1.49,1.34,synthetic
Fragile,377.41,79.71,Medium,Truck,8.64,10.04,synthetic
Apparel,57.28,113.63,High,Truck,1.17,0.47,synthetic
Other,370.49,20.57,Medium,Truck,7.44,8.01,synthetic
Fragile,157.2,22.18,Low,Train,2.77,4.27,synthetic
Apparel,163.99,15.7,High,Van,3.91,3.77,synthetic
Documents,784.15,25.93,High,Truck,16.54,14.93,synthetic
Electronics,65.57,10.3,Low,Van,1.73,2.21,synthetic
Food,322.46,9.39,Medium,Truck,6.58,6.82,synthetic
Documents,161.6,97.4,Medium,Truck,3.19,2.8,synthetic
Documents,324.48,67.53,Critical,Truck,6.88,5.2,synthetic
Fragile,175.66,58.44,High,Van,3.97,3.6,synthetic
Food,124.34,4.09,Medium,Train,1.92,2.39,synthetic
Food,470.71,5.85,Low,Truck,11.16,13.24,synthetic
Fragile,134.43,10.61,Low,Van,3.63,5.5,synthetic
Apparel,372.05,36.57,Medium,Truck,8.47,9.16,synthetic
Pharmaceutical,60.54,3.32,Critical,Van,1.33,1.29,synthetic
Food,81.62,36.08,Low,Train,1.36,1.66,synthetic
Food,370.21,31.47,Medium,Van,8.53,9.61,synthetic
Other,117.78,60.27,Low,Van,3.12,3.91,synthetic
Fragile,246.36,10.11,Medium,Truck,4.97,6.39,synthetic
Fragile,1375.6,25.83,Medium,Truck,27.17,32.55,synthetic
Electronics,178.95,44.28,Medium,Van,3.95,3.88,synthetic
Fragile,68.16,22.69,Medium,Van,1.58,2.05,synthetic
Apparel,105.88,15.61,Low,Van,2.75,3.12,synthetic
Industrial,230.83,2.79,Medium,Truck,5.18,5.71,synthetic
Fragile,171.56,54.04,Low,Van,4.38,5.97,synthetic
Pharmaceutical,37.82,86.7,Low,Truck,0.78,0.36,synthetic
Other,98.22,6.44,Medium,Van,2.14,2.08,synthetic
Apparel,128.14,12.37,Low,Van,2.96,3.71,synthetic
Pharmaceutical,503.16,46.68,Medium,Truck,11.42,13.92,synthetic
Electronics,173.68,29.85,Medium,Van,4.73,4.78,synthetic
Electronics,185.5,131.72,Critical,Truck,3.67,2.67,synthetic
Industrial,431.48,298.62,Medium,Van,11.6,12.66,synthetic
Electronics,80.83,49.78,Medium,Van,2.18,2.41,synthetic
Electronics,175.35,191.35,High,Truck,3.59,4.0,synthetic
Documents,187.13,23.2,Medium,Van,4.48,5.19,synthetic
Industrial,122.99,8.86,Medium,Van,2.74,3.2,synthetic
Electronics,208.07,28.71,Low,Truck,4.51,4.86,synthetic
Electronics,154.37,36.29,Medium,Van,4.02,4.84,synthetic
Documents,146.35,9.98,Low,Van,3.57,4.04,synthetic
Pharmaceutical,145.67,79.85,Medium,Van,3.45,4.53,synthetic
Pharmaceutical,175.27,66.2,High,Van,4.16,4.17,synthetic
Electronics,149.99,91.2,Medium,Truck,2.99,2.9,synthetic
Pharmaceutical,82.17,27.89,Medium,Van,1.99,2.49,synthetic
Industrial,178.01,8.85,Medium,Van,4.7,4.96,synthetic
Other,251.21,139.36,High,Bike,10.79,10.75,synthetic
Electronics,134.63,4.8,Critical,Train,2.35,2.1,synthetic
Electronics,60.37,51.48,Medium,Van,1.35,1.82,synthetic
Industrial,195.9,19.72,Medium,Air,0.31,0.3,synthetic
Fragile,95.45,10.84,High,Van,2.1,1.75,synthetic
Documents,133.81,82.07,Low,Truck,3.11,3.67,synthetic
Documents,533.81,29.77,Low,Truck,12.76,14.99,synthetic
Food,310.69,51.61,Critical,Truck,7.09,5.12,synthetic
Documents,100.85,34.64,Medium,Van,2.16,1.9,synthetic
Other,323.23,5.0,Low,Truck,6.52,7.34,synthetic
Documents,191.96,33.48,Medium,Van,4.3,4.68,synthetic
Other,109.77,28.12,Low,Van,2.69,3.51,synthetic
Fragile,342.23,38.22,High,Truck,6.9,6.58,synthetic
Documents,170.54,36.36,Critical,Van,4.26,3.49,synthetic
Apparel,113.35,8.14,High,Van,2.85,2.6,synthetic
Pharmaceutical,170.69,60.15,Medium,Van,3.7,3.96,synthetic
Other,197.44,19.01,High,Van,4.24,3.99,synthetic
Electronics,210.95,7.98,Low,Truck,4.87,5.55,synthetic
Fragile,178.27,14.51,Medium,Van,4.54,5.31,synthetic
Apparel,71.31,53.41,Low,Van,1.79,1.93,synthetic
Electronics,225.77,11.54,Medium,Truck,5.16,5.87,synthetic
Documents,111.56,606.57,High,Truck,2.26,2.4,synthetic
Fragile,256.52,71.03,Low,Air,0.44,1.33,synthetic
Industrial,186.25,26.09,Medium,Van,4.71,4.21,synthetic
Pharmaceutical,413.32,3.88,Low,Truck,9.64,12.68,synthetic
Industrial,179.85,26.77,Critical,Van,4.86,4.16,synthetic
Apparel,154.4,472.46,Low,Truck,2.94,3.88,synthetic
Pharmaceutical,237.63,47.53,High,Truck,5.63,5.55,synthetic
Food,213.4,19.54,Medium,Truck,4.68,4.48,synthetic
Apparel,422.34,22.06,Low,Truck,7.95,9.79,synthetic
Electronics,217.99,35.57,High,Truck,4.33,3.99,synthetic
Pharmaceutical,187.5,15.84,Medium,Van,4.85,5.7,synthetic
Industrial,148.0,45.06,Medium,Van,3.61,3.41,synthetic
Fragile,233.38,61.51,Medium,Truck,5.58,6.83,synthetic
Pharmaceutical,455.66,29.63,High,Truck,9.1,9.63,synthetic
Food,46.09,36.5,Medium,Van,1.03,1.29,synthetic
Other,402.59,20.47,Critical,Truck,8.6,7.21,synthetic
Other,323.79,45.61,High,Truck,7.05,7.26,synthetic
Documents,86.0,11.12,High,Van,2.04,1.77,synthetic
Fragile,97.09,20.4,Medium,Van,2.34,2.2,synthetic
Pharmaceutical,205.75,3.98,Medium,Truck,4.59,5.48,synthetic
Apparel,75.95,15.97,Medium,Van,2.04,2.19,synthetic
Apparel,220.01,53.02,Low,Truck,4.83,5.52,synthetic
Pharmaceutical,55.41,30.94,Medium,Van,1.51,2.08,synthetic
Food,251.35,139.43,Medium,Truck,5.36,5.16,synthetic
Fragile,260.36,5.7,Low,Truck,5.13,6.68,synthetic
Industrial,188.58,20.34,Low,Van,4.95,6.06,synthetic
Other,431.65,50.58,Medium,Truck,8.41,9.09,synthetic
Fragile,571.42,31.25,High,Truck,13.14,13.79,synthetic
Pharmaceutical,453.28,9.49,Medium,Truck,9.25,11.54,synthetic
Electronics,41.95,9.0,High,Van,1.03,0.72,synthetic
Documents,666.41,476.29,Medium,Truck,13.73,16.41,synthetic
Industrial,98.02,184.35,Low,Truck,2.11,2.23,synthetic
Pharmaceutical,45.19,5.07,High,Van,1.23,1.64,synthetic
Apparel,251.46,19.54,Low,Truck,5.73,6.68,synthetic
Industrial,260.98,6.13,Low,Truck,6.09,6.72,synthetic
Electronics,207.78,28.84,Low,Truck,4.26,4.82,synthetic
Apparel,290.69,68.72,Low,Truck,6.63,7.25,synthetic
Fragile,273.21,249.95,High,Truck,6.24,6.88,synthetic
Industrial,939.58,9.7,Low,Truck,22.13,26.77,synthetic
Documents,383.64,57.79,Critical,Truck,8.36,7.04,synthetic
Fragile,200.95,16.9,High,Truck,4.77,5.1,synthetic
Pharmaceutical,148.27,51.59,High,Train,2.12,2.67,synthetic
Food,101.6,34.23,Medium,Van,2.64,2.6,synthetic
Industrial,64.66,12.81,High,Van,1.63,1.94,synthetic
Pharmaceutical,288.58,16.96,High,Truck,6.82,6.65,synthetic
Documents,232.34,100.53,High,Train,3.8,3.42,synthetic
Pharmaceutical,167.4,15.66,High,Van,4.11,3.83,synthetic
Apparel,155.13,86.86,Critical,Truck,3.64,3.73,synthetic
Food,44.64,40.37,High,Van,1.09,1.22,synthetic
Fragile,80.59,63.08,Critical,Van,1.77,1.48,synthetic
Electronics,100.65,203.82,Medium,Truck,2.14,2.35,synthetic
Apparel,409.15,59.83,High,Truck,8.65,8.09,synthetic
Documents,205.52,23.06,Critical,Truck,4.7,3.68,synthetic
Other,115.6,102.16,Medium,Truck,2.75,3.04,synthetic
Documents,388.33,26.84,Medium,Van,9.88,9.64,synthetic
Documents,58.53,47.24,High,Van,1.51,1.13,synthetic
Other,104.42,46.99,Medium,Van,2.62,2.83,synthetic
Electronics,192.29,15.55,Medium,Van,4.96,4.52,synthetic
Apparel,120.72,30.12,High,Van,2.9,2.91,synthetic
Food,204.0,5.3,Critical,Truck,4.37,3.77,synthetic
Documents,305.44,117.08,High,Truck,6.29,5.85,synthetic
Food,204.12,159.75,Medium,Air,0.33,0.3,synthetic
Apparel,432.95,163.33,Medium,Truck,8.38,9.24,synthetic
Food,153.57,60.65,High,Van,3.62,3.49,synthetic
Documents,497.17,20.58,High,Truck,10.72,10.26,synthetic
Other,125.81,24.98,Medium,Van,3.31,3.6,synthetic
Documents,48.95,19.95,Medium,Van,1.1,1.24,synthetic
Electronics,90.39,57.87,Medium,Van,2.36,2.66,synthetic
Documents,205.62,21.19,Medium,Truck,4.03,4.55,synthetic
Pharmaceutical,154.8,30.46,Low,Bike,6.59,8.58,synthetic
Fragile,44.81,21.82,Low,Van,1.11,0.71,synthetic
Documents,800.34,20.06,High,Air,1.19,0.96,synthetic
Documents,286.26,3.01,Medium,Truck,5.98,6.28,synthetic
Documents,215.79,17.22,Low,Truck,4.5,6.16,synthetic
Food,386.84,45.83,Medium,Truck,7.88,8.36,synthetic
Electronics,307.5,118.04,Medium,Truck,6.61,6.88,synthetic
Other,98.03,16.7,Low,Van,2.23,2.38,synthetic
Documents,121.54,14.46,Low,Van,2.88,3.54,synthetic
Electronics,304.4,3.01,Medium,Truck,6.96,7.39,synthetic
Industrial,129.98,17.71,Low,Van,2.89,3.58,synthetic
Electronics,473.73,157.64,Low,Train,7.58,9.43,synthetic
Food,216.68,4.3,High,Truck,4.33,4.17,synthetic
Apparel,226.66,26.67,Medium,Truck,4.56,5.23,synthetic
Apparel,184.01,13.3,High,Van,4.36,3.76,synthetic
Fragile,480.49,23.36,High,Truck,9.41,10.37,synthetic
Pharmaceutical,83.76,18.25,Low,Train,1.33,1.65,synthetic
Other,352.93,7.13,Critical,Truck,6.89,5.26,synthetic
Pharmaceutical,336.45,10.34,Critical,Truck,6.36,5.79,synthetic
Industrial,55.83,41.54,High,Van,1.52,1.82,synthetic
Electronics,226.58,9.97,High,Truck,5.35,5.62,synthetic
Food,678.65,11.47,Medium,Truck,12.74,13.68,synthetic
Apparel,102.43,36.31,Medium,Van,2.68,2.9,synthetic
Electronics,134.49,6.1,High,Van,3.53,3.5,synthetic
Apparel,624.96,37.4,Medium,Truck,13.42,13.78,synthetic
Other,224.83,2.99,Low,Truck,4.99,5.51,synthetic
Documents,166.4,44.93,Medium,Van,3.82,3.7,synthetic
Fragile,191.16,6.56,High,Van,4.97,5.22,synthetic
Fragile,309.37,43.61,High,Truck,6.93,6.97,synthetic
Pharmaceutical,209.68,90.19,High,Truck,3.99,4.46,synthetic
Documents,143.64,15.06,Medium,Van,3.36,3.73,synthetic
Apparel,65.89,13.36,Low,Van,1.56,2.17,synthetic
Industrial,73.82,6.91,Medium,Van,1.75,1.24,synthetic
Pharmaceutical,51.89,9.89,Medium,Van,1.34,1.87,synthetic
Fragile,345.09,117.22,High,Bike,14.24,14.73,synthetic
Pharmaceutical,46.66,15.86,Critical,Van,1.18,0.65,synthetic
Pharmaceutical,398.0,20.45,Medium,Truck,8.03,9.83,synthetic
Other,137.77,80.61,High,Truck,2.96,2.9,synthetic
Industrial,190.95,18.24,High,Van,4.19,4.28,synthetic
Documents,50.2,70.91,Medium,Air,0.08,0.5,synthetic
Documents,143.14,19.39,Medium,Van,3.86,4.24,synthetic
Documents,135.26,441.03,Medium,Truck,2.83,3.49,synthetic
Food,400.24,47.74,Low,Truck,8.83,10.28,synthetic
Pharmaceutical,171.51,62.23,Medium,Van,4.52,5.66,synthetic
Documents,81.5,9.56,Medium,Van,1.78,1.59,synthetic
Other,130.45,29.11,High,Van,3.51,3.08,synthetic
Food,282.73,25.1,Low,Truck,5.36,6.32,synthetic
Documents,304.85,33.82,High,Truck,5.83,5.23,synthetic
Fragile,1705.52,1.64,Medium,Truck,39.79,46.74,synthetic
Pharmaceutical,201.31,16.48,Medium,Truck,4.37,5.31,synthetic
Other,1304.27,36.43,Low,Truck,25.75,30.67,synthetic
Documents,47.54,11.15,High,Van,1.14,0.67,synthetic
Documents,198.61,6.69,Medium,Van,5.32,5.1,synthetic
Other,467.39,13.02,Critical,Truck,10.39,8.32,synthetic
Fragile,102.94,4.13,Medium,Van,2.66,3.38,synthetic
Fragile,113.05,62.55,Medium,Van,2.96,4.11,synthetic
Apparel,119.21,21.16,Low,Van,2.91,3.55,synthetic
Other,130.07,14.3,Medium,Van,2.89,2.64,synthetic
Apparel,68.88,9.79,Medium,Van,1.84,1.7,synthetic
Fragile,74.98,92.77,Medium,Truck,1.76,2.32,synthetic
Apparel,634.52,2.19,Critical,Truck,14.5,12.39,synthetic
Apparel,1167.61,56.54,Low,Truck,23.96,28.68,synthetic
Food,131.95,6.58,High,Van,3.46,2.48,synthetic
Documents,384.59,17.04,Critical,Truck,8.17,6.55,synthetic
Other,97.6,4.86,High,Van,2.17,2.52,synthetic
Documents,139.91,35.47,Low,Van,3.55,4.31,synthetic
Industrial,324.69,16.51,Low,Truck,6.49,8.17,synthetic
Apparel,975.68,11.2,Medium,Truck,18.52,19.64,synthetic
Other,216.34,238.01,Low,Truck,4.55,5.43,synthetic
Electronics,254.72,30.79,Critical,Truck,5.87,5.52,synthetic
Electronics,332.41,281.62,High,Truck,6.7,6.8,synthetic
Industrial,241.04,106.04,Medium,Truck,5.62,6.1,synthetic
Industrial,306.45,35.64,Medium,Truck,5.83,6.33,synthetic
Apparel,296.29,11.67,Medium,Truck,6.66,6.52,synthetic
Electronics,194.39,200.13,Medium,Truck,3.9,3.91,synthetic
Other,78.81,4.48,Medium,Van,1.93,1.77,synthetic
Fragile,61.3,26.82,High,Van,1.39,1.62,synthetic
Other,117.14,22.41,Medium,Van,3.04,3.17,synthetic
Other,212.31,18.7,Critical,Truck,4.05,2.65,synthetic
Food,129.84,3.02,Low,Van,3.37,4.01,synthetic
Food,61.39,37.16,Critical,Van,1.59,1.49,synthetic
Electronics,90.64,110.24,High,Truck,1.87,1.31,synthetic
Documents,331.53,17.73,Low,Truck,6.97,8.04,synthetic
Fragile,205.33,1.34,Medium,Truck,4.49,5.52,synthetic
Pharmaceutical,586.04,33.69,High,Truck,11.98,12.75,synthetic
Industrial,136.72,33.44,Critical,Van,3.68,2.52,synthetic
Fragile,106.91,2.41,Low,Van,2.48,3.0,synthetic
Fragile,332.45,22.2,High,Truck,6.6,6.66,synthetic
Pharmaceutical,73.4,5.6,Medium,Van,1.72,2.54,synthetic
Electronics,117.85,611.43,Medium,Truck,2.74,3.51,synthetic
Electronics,136.76,12.69,Low,Van,3.16,4.29,synthetic
Industrial,64.17,32.11,Low,Van,1.47,2.23,synthetic
